introgression_tract,overlapping_gene,gene_name,overlapping_bases,gene_length,percent_introgressed,gene_coordinates,gene_info
NW-022145606.1:22090721-22113270,LOC105444216,uncharacterized LOC105444216,24902,22074,88.64348245120873,NW_022145606.1:22091196-22116098, Manually curated
NW-022145599.1:34683304-34705761,LOC115923864,uncharacterized protein K02A2.6-like,4005,1673,41.77278401997503,NW_022145599.1:34704088-34708093, Sp-PolypL_4|SPU_012492|polyprotein-like-4 Manually curated
NW-022145599.1:34683304-34705761,LOC582913,TBC1 domain family member 16,29178,19160,65.66591267393241,NW_022145599.1:34673286-34702464, Sp-Tbc1d16|TBC1 domain family member 16 |SPU_027547 Manually curated
NW-022145605.1:39615152-39637577,LOC587535,neuropilin-1,53254,18092,33.97303488939798,NW_022145605.1:39619485-39672739, SPU_017685 Manually curated
NW-022145601.1:33212179-33234511,LOC105444850,uncharacterized LOC105444850,7440,7440,100.0,NW_022145601.1:33214826-33222266, Manually curated
NW-022145599.1:16648647-16670966,LOC575114,FAD-dependent oxidoreductase domain-containing protein 2,32555,3127,9.605283366610353,NW_022145599.1:16619219-16651774, Sp-Foxred2|SPU_020945|FAD-dependent oxidoreductase domain containing 2 Manually curated
NW-022145614.1:18446682-18468982,LOC100890216,uncharacterized LOC100890216,55249,19690,35.63865409328676,NW_022145614.1:18411123-18466372, hypothetical protein-951; telomerase-associated protein 1-like|SPU_019913|hypothetical protein-951|telomerase-associated protein 1-like|Sp-Grp94|SPU_020452|Glucose regulated protein|Sp-Hypp_951|SPU_016521|SPU_007544 Manually curated
NW-022145594.1:31458692-31480887,LOC100891249,zpr1,24254,4475,18.450564855281606,NW_022145594.1:31438913-31463167,"['ZPR1 zinc finger', ' SPU_012240|Sp-Znf259l|SPU_021849|zinc finger protein 259|LOC100891249|zinc finger protein ZPR1|LOC110984318 Manually curated']"
NW-022145595.1:20270827-20292965,LOC585786,uncharacterized LOC585786,7348,4949,67.35166031573218,NW_022145595.1:20268428-20275776, SPU_014006|Sp-Hypp_2120|SPU_005072|Sp-Hypp_1563|hypothetical protein-2120|superoxide dismutase-like|hypothetical protein-1563 Manually curated
NW-022145595.1:20270827-20292965,LOC105443628,uncharacterized LOC105443628,2916,2916,100.0,NW_022145595.1:20286839-20289755, Manually curated
NW-022145612.1:35910114-35932201,LOC590424,translation initiation factor IF-2,21546,16597,77.03053931124106,NW_022145612.1:35915604-35937150, Sp-Hypp_2292|SPU_016960|hypothetical protein-2292 Manually curated
NW-022145604.1:22439572-22461570,LOC105440078,uncharacterized LOC105440078,5133,5133,100.0,NW_022145604.1:22449463-22454596, Manually curated
NW-022145602.1:12822832-12844801,LOC373478,synaptotagmin I,38105,20415,53.57564624065083,NW_022145602.1:12805142-12843247, SPU_004699 Manually curated
NW-022145595.1:25252955-25274894,LOC100892295,synaptotagmin I,38895,8616,22.151947551099113,NW_022145595.1:25222676-25261571, SPU_004699 Manually curated
NW-022145595.1:25252955-25274894,LOC579710,ddx46,34434,7624,22.14090724284138,NW_022145595.1:25267270-25301704,"['DEAD-box helicase 46', ' Sp-Ddx46|Sp-Deadbp46| DEAD (Asp-Glu-Ala-Asp) box polypeptide 46|SPU_004163|SPU_004162|SPU_012825|SPU_021088|SPU_019363|LOC579710|probable ATP-dependent RNA helicase DDX46|LOC110977574 Manually curated']"
NW-022145596.1:2961437-2983353,LOC577626,sodium- and chloride-dependent glycine transporter 1,38392,3783,9.853615336528442,NW_022145596.1:2979570-3017962, SPU_003832|Sp-Glyt|SPU_014541|glycine transporter|LOC110973214 Manually curated
NW-022145603.1:26430247-26452162,LOC589740,gamma-butyrobetaine dioxygenase,13089,1136,8.679043471617389,NW_022145603.1:26451026-26464115, Sp-Bbox1|SPU_000970 Manually curated
NW-022145596.1:26326886-26348784,LOC115922124,ELMO domain-containing protein 2-like,3602,765,21.238200999444754,NW_022145596.1:26324049-26327651, SPU_007564|Sp-Elmod2 Manually curated
NW-022145596.1:26326886-26348784,LOC115918505,"39S ribosomal protein L22, mitochondrial-like",5704,5704,100.0,NW_022145596.1:26336545-26342249, SPU_007057|Sp-Mrpl22 Manually curated
NW-022145596.1:26326886-26348784,LOC580312,WD40 repeat-containing protein SMU1,18495,5863,31.700459583671265,NW_022145596.1:26342921-26361416, smu-1 suppressor of mec-8 and unc-52 homolog-like |Sp-Smu1L|SPU_007055 Manually curated
NW-022145605.1:2251455-2273269,LOC585239,tmx2,7956,2649,33.295625942684765,NW_022145605.1:2246148-2254104,"['thioredoxin related transmembrane protein 2', ' LOC585239|Sp-Txndc14|SPU_027107|thioredoxin domain containing 14|thioredoxin-related transmembrane protein 2|LOC110976688 Manually curated']"
NW-022145605.1:2251455-2273269,LOC100891945,uncharacterized protein K02A2.6-like,4089,4089,100.0,NW_022145605.1:2264944-2269033, Sp-PolypL_89|SPU_027108|polyprotein-like-89 Manually curated
NW-022145605.1:2251455-2273269,LOC100893631,uncharacterized LOC100893631,6931,2336,33.70365026691675,NW_022145605.1:2270933-2277864, SPU_000848|SPU_000849|LOC110976579 Manually curated
NW-022145612.1:35022209-35043886,LOC754255,"sulfide:quinone oxidoreductase, mitochondrial",2226,2226,100.0,NW_022145612.1:35029009-35031235, Manually curated
NW-022145600.1:12266463-12288092,LOC580047,histone-lysine N-methyltransferase NSD2,37260,21629,58.04884594739668,NW_022145600.1:12252080-12289340, Manually curated
NW-022145607.1:33444705-33466334,LOC575116,protein white-like,35953,1123,3.1235223764359024,NW_022145607.1:33465211-33501164, SPU_017614|Sp-Abcg1|SPU_007988|ATP-binding cassette transporter G1|ABC membrane transporter|ABC ATP binding cassette transporter|Sp-Abcc|SPU_023440|ATP-binding cassette transporter protein Manually curated
NW-022145607.1:33444705-33466334,blimp1/krox,prdm1,32961,3040,9.223021146203088,NW_022145607.1:33414784-33447745,"['PR/SET domain 1', ' PRDM1-like|B lymphocyte induced maturation protein-like|Sp-Blimp1|krox1a|blimp1/krox|SPU_027235|LOC110989141 Manually curated']"
NW-022145603.1:33834987-33856598,LOC580352,ras-related and estrogen-regulated growth inhibitor,45241,21611,47.76861696248978,NW_022145603.1:33814576-33859817, Ras-like Estrogen regulated growth inhibitor |Sp-Rerg|SPU_003136 Manually curated
NW-022145597.1:27514509-27536117,LOC105447391,ankyrin repeat domain-containing protein 29-like,790,790,100.0,NW_022145597.1:27528293-27529083, Manually curated
NW-022145597.1:27514509-27536117,LOC577151,tubulin polymerization-promoting protein family member 2,17880,247,1.3814317673378076,NW_022145597.1:27535870-27553750, Sp-Tppp3|SPU_010238|tubulin polymerization-promoting protein family member 3|LOC110974791 Manually curated
NW-022145597.1:27514509-27536117,LOC115922503,uncharacterized LOC115922503,12143,11505,94.74594416536276,NW_022145597.1:27513871-27526014, SPU_022619 Manually curated
NW-022145602.1:15149175-15170748,LOC115917902,uncharacterized LOC115917902,4962,804,16.203143893591292,NW_022145602.1:15169944-15174906, Sp-Atfr|SPU_002339|acetyltransferase|acetyltransferase-like|N-acetyltransferase GCN5-like|Sp-AtfL Manually curated
NW-022145605.1:30335513-30356971,LOC115926471,E3 ubiquitin-protein ligase TRIM33-like,5455,5455,100.0,NW_022145605.1:30343250-30348705, Manually curated
NW-022145605.1:30335513-30356971,LOC115926805,splicing factor ESS-2 homolog,12463,322,2.583647596886785,NW_022145605.1:30323372-30335835, Manually curated
NW-022145598.1:34171053-34192475,LOC105443522,uncharacterized LOC105443522,8065,3951,48.98946063236206,NW_022145598.1:34166939-34175004, Sp-Hypp_1557|SPU_005016|hypothetical protein-1557 Manually curated
NW-022145598.1:34171053-34192475,LOC105443521,uncharacterized LOC105443521,23046,4241,18.402325783216174,NW_022145598.1:34188234-34211280, Sp-Hypp_2319|SPU_017322|hypothetical protein-2319 Manually curated
NW-022145606.1:39108336-39129736,LOC105436753,uncharacterized LOC105436753,5569,5569,100.0,NW_022145606.1:39114851-39120420, Manually curated
NW-022145606.1:37902326-37923667,LOC577257,"dynein assembly factor 1, axonemal-like",12034,66,0.5484460694698354,NW_022145606.1:37890358-37902392, Manually curated
NW-022145597.1:11983539-12004876,LOC105440954,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like,7560,2581,34.140211640211646,NW_022145597.1:12002295-12009855, SPU_023073|Sp-Unc44_338|SPU_016986|Sp-Unc44_121 Manually curated
NW-022145601.1:21482285-21503606,LOC589576,methylenetetrahydrofolate reductase,19484,2000,10.264832683227263,NW_022145601.1:21464801-21484285," 5,10-methylenetetrahydrofolate reductase (NADPH) |Sp-Mthfr|SPU_027901 Manually curated"
NW-022145601.1:21482285-21503606,LOC582726,ATP-dependent translocase ABCB1,33167,16068,48.44574426387675,NW_022145601.1:21487538-21520705," Sp-Abcb1_4|SPU_027900|ATP-binding cassette|sub-family B (MDR/TAP)|member 1-4; P-glycoprotein|ATP-binding cassette, sub-family B (MDR/TAP), member 1-4|P-glycoprotein|multidrug resistance protein|ATP binding cassette subfamily b member 1-like 1 Manually curated"
NW-022145606.1:48490149-48511413,LOC105440679,uncharacterized LOC105440679,57970,21264,36.68104191823357,NW_022145606.1:48482747-48540717, Sp-RtL_2|SPU_016030|reverse transcriptase-like-2|Sp-Nlr138_1|SPU_016810|NACHT and LRR containing protein|SPU_000235|SPU_011412 Manually curated
NW-022145600.1:22387673-22408925,LOC115924090,delta-1-pyrroline-5-carboxylate synthase-like,19950,13176,66.04511278195488,NW_022145600.1:22380899-22400849," Sp-Pycs_1|SPU_018900|pyrroline-5-carboxylate synthetase (glutamate gamma-semialdehyde synthetase) (GSAS|P5CS)|Sp-Pycs|SPU_027216|glutamate gamma-semialdehyde synthetase|GSAS, P5CS|pyrroline-5-carboxylate synthetase Manually curated"
NW-022145612.1:35074082-35095298,LOC105446119,sqor,55808,21216,38.01605504587156,NW_022145612.1:35061612-35117420,"['sulfide quinone oxidoreductase', ' Sp-Sqrdl|gag-pol polyprotein-9|Sp-Gagpol9| Sulfide:quinone oxidoreductase, mitochondrial precursor |Sp-Sqrdl_1|SPU_013463|SPU_012408|SPU_001561|SPU_017398|LOC105446119|sulfide:quinone oxidoreductase, mitochondrial-like|LOC110989700 Manually curated']"
NW-022145602.1:5484036-5505214,LOC763160,uncharacterized LOC763160,18375,16754,91.17823129251701,NW_022145602.1:5482415-5500790, Manually curated
NW-022145602.1:5484036-5505214,LOC115925010,uncharacterized LOC115925010,3526,912,25.865002836074876,NW_022145602.1:5504302-5507828, Manually curated
NW-022145614.1:8658720-8679869,LOC574701,recql4,28326,17371,61.325284191202435,NW_022145614.1:8647765-8676091,"['RecQ like helicase 4', ' LOC574701|SPU_019740|Sp-Hypp_1176|SPU_026384|hypothetical protein-1176|DNA helicase-like|Sp-Recql4|SPU_021191|RecQ protein-like 4|ATP-dependent DNA helicase Q4 Manually curated']"
NW-022145605.1:38335212-38356359,LOC105440887,fibropellin-1-like,16133,15068,93.39862393851112,NW_022145605.1:38341291-38357424, Manually curated
NW-022145605.1:37605074-37626129,LOC115926507,uncharacterized LOC115926507,1545,729,47.18446601941748,NW_022145605.1:37604258-37605803, Manually curated
NW-022145606.1:13202962-13223981,LOC115927595,nucleotide-binding oligomerization domain-containing protein 2-like,4601,4601,100.0,NW_022145606.1:13205212-13209813, Manually curated
NW-022145611.1:6991743-7012709,LOC591992,calcium-binding protein SPEC 2D,13328,11451,85.91686674669869,NW_022145611.1:6989866-7003194, SPU_006627 Manually curated
NW-022145611.1:6991743-7012709,LOC591968,zfyve19,13887,1835,13.213797076402392,NW_022145611.1:7010874-7024761,"['zinc finger FYVE-type containing 19', ' Sp-Zfyve19| zinc finger FYVE domain containing 19|SPU_006626|LOC591968|abscission/NoCut checkpoint regulator|LOC110979238 Manually curated']"
NW-022145606.1:6198957-6219899,LOC100892459,protein sidekick-2-like,8226,1558,18.939946511062487,NW_022145606.1:6218341-6226567, Sp-Fn3/Egff_10|SPU_013220 Manually curated
NW-022145600.1:23117970-23138806,LOC115924093,transforming acidic coiled-coil-containing protein 3-like,52630,20836,39.589587687630626,NW_022145600.1:23115543-23168173, Sp-Tacc|SPU_011724 Manually curated
NW-022145602.1:16988309-17009138,LOC764401,uncharacterized LOC764401,7782,95,1.2207658699563095,NW_022145602.1:16980622-16988404, Manually curated
NW-022145604.1:33353325-33374145,LOC115926243,uncharacterized LOC115926243,3094,3094,100.0,NW_022145604.1:33368234-33371328, Manually curated
NW-022145607.1:6479727-6500482,LOC115928230,5'-nucleotidase domain-containing protein 1-like,7722,7722,100.0,NW_022145607.1:6481652-6489374, Sp-Nt5c2L1|SPU_004743|5'-nucleotidase|cytosolic II-like 1 protein|Sp-Nt5c2L|SPU_008341 Manually curated
NW-022145606.1:4331558-4352272,LOC753666,uncharacterized LOC753666,942,942,100.0,NW_022145606.1:4350824-4351766, Manually curated
NW-022145604.1:8035269-8055966,LOC115926004,metallothionein-A-like,3294,3294,100.0,NW_022145604.1:8047452-8050746, Manually curated
NW-022145594.1:43255757-43276425,LOC115921142,uncharacterized LOC115921142,31348,16263,51.87890774531071,NW_022145594.1:43240672-43272020, SPU_003934|Sp-Nlr64 Manually curated
NW-022145606.1:47541496-47562158,LOC115927504,uncharacterized LOC115927504,7374,2713,36.791429346352054,NW_022145606.1:47536835-47544209, Manually curated
NW-022145606.1:47541496-47562158,LOC100889398,tyrosine-protein phosphatase Lar,20002,16448,82.23177682231777,NW_022145606.1:47545710-47565712, Sp-Fn3_19|SPU_003086 Manually curated
NW-022145605.1:41633034-41653619,LOC115926882,"39S ribosomal protein L16, mitochondrial-like",9700,9700,100.0,NW_022145605.1:41634032-41643732, Manually curated
NW-022145606.1:27688570-27709114,LOC115927104,uncharacterized LOC115927104,3746,3746,100.0,NW_022145606.1:27691279-27695025, Manually curated
NW-022145599.1:13958815-13979333,LOC105445253,adhesion G-protein coupled receptor G2-like,10744,127,1.1820551005212212,NW_022145599.1:13948198-13958942, SPU_028134|Sp-Lnb/Tm7_1|SPU_001609|Sp-Lphn3L_3|SPU_025789|latrophilin 3-like-3 Manually curated
NW-022145601.1:21538197-21558713,LOC105443666,ATP-dependent translocase ABCB1-like,14987,14987,100.0,NW_022145601.1:21538895-21553882, Sp-Abcb1b_1|SPU_009975|ATP-binding cassette|sub-family B (MDR/TAP)|member 1B-1|ATP binding cassette subfamily b member 1-like 3 Manually curated
NW-022145607.1:36342384-36362847,LOC100893557,monocarboxylate transporter 7-like,10050,10050,100.0,NW_022145607.1:36348906-36358956," Sp-Slc16a6L_8| solute carrier family 16 (monocarboxylic acid transporters), member 6-like-8|SPU_024826 Manually curated"
NW-022145610.1:15385999-15406439,LOC115929172,tripartite motif-containing protein 45-like,9295,4080,43.89456697149005,NW_022145610.1:15402359-15411654, Manually curated
NW-022145610.1:15385999-15406439,LOC100889016,protein PRRC2C,41960,750,1.7874165872259293,NW_022145610.1:15344789-15386749, SPU_020922 Manually curated
NW-022145610.1:15385999-15406439,LOC577839,general transcription factor IIH subunit 4,11419,11419,100.0,NW_022145610.1:15390959-15402378, SPU_007799 Manually curated
NW-022145614.1:6908721-6929125,LOC583384,deoxynucleoside triphosphate triphosphohydrolase SAMHD1,34712,8770,25.265038027195207,NW_022145614.1:6920355-6955067, SPU_022234|SPU_004711 Manually curated
NW-022145598.1:31907428-31927825,LOC115923124,diphosphoinositol polyphosphate phosphohydrolase 1-like,8235,4873,59.17425622343655,NW_022145598.1:31922952-31931187, Manually curated
NW-022145607.1:35943717-35964069,LOC591544,akirin-2,10525,7440,70.68883610451306,NW_022145607.1:35940632-35951157, SPU_025475|akirin 2|human chromosome 6 open readin frame 166-like|SPU_011715|Sp-Akirin2|LOC110974584 Manually curated
NW-022145599.1:30844187-30864503,LOC574887,E3 ubiquitin-protein ligase SMURF2,63174,20316,32.15879950612594,NW_022145599.1:30820341-30883515, Sp-Smurf|SPU_025856|Smad-specific E3 ubiquitin ligase 2|Sp-Smurf2|SPU_001829|SMAD specific E3 ubiquitin ligase 2|Smad-specific E3 ubiquitin ligase Manually curated
NW-022145603.1:32319564-32339861,LOC105439541,uncharacterized LOC105439541,66504,20297,30.519968723685793,NW_022145603.1:32312095-32378599," ankyrin2,3/unc44-314 |Sp-Unc44_314|hypothetical protein-2536|Sp-Hypp_2536|SPU_021099|SPU_003094|SPU_016756 Manually curated"
NW-022145598.1:32614541-32634764,LOC115923284,uncharacterized LOC115923284,3917,3917,100.0,NW_022145598.1:32625632-32629549, Manually curated
NW-022145598.1:32614541-32634764,LOC115918573,CDK5 and ABL1 enzyme substrate 1-like,4649,4649,100.0,NW_022145598.1:32619826-32624475, Manually curated
NW-022145606.1:23546273-23566485,LOC115927643,tripartite motif-containing 13-like,8124,7137,87.85081240768095,NW_022145606.1:23545286-23553410, Manually curated
NW-022145606.1:23546273-23566485,LOC754069,tripartite motif-containing 13-like,25185,5442,21.608100059559263,NW_022145606.1:23561043-23586228, Manually curated
NW-022145612.1:20534667-20554844,LOC582417,slc25a20,9524,9524,100.0,NW_022145612.1:20535160-20544684,"['solute carrier family 25 member 20', ' LOC582417|Sp-Slc25a20|Sp-Slc25a20L|Carnitine/acylcarnitine translocase|cac|solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20-like|SPU_006143|SPU_006515|Mitochondrial carnitine/acylcarnitine carrier protein Manually curated']"
NW-022145612.1:20534667-20554844,LOC105441547,voltage-dependent calcium channel subunit alpha-2/delta-1,71069,64,0.09005332845544471,NW_022145612.1:20463662-20534731," component of oligomeric golgi complex 5-1|Sp-Cog5_1| calcium channel, voltage-dependent, alpha 2/delta subunit 2 |Sp-Cacna2d2|SPU_013966|SPU_006147|SPU_004991|LOC110989216 Manually curated"
NW-022145612.1:20534667-20554844,LOC591789,"bifunctional D-cysteine desulfhydrase/1-aminocyclopropane-1-carboxylate deaminase, mitochondrial",24366,3103,12.734958548797504,NW_022145612.1:20551741-20576107, Sp-Dcdsh_3|SPU_021965|D-cysteine desulfhydrase-3 Manually curated
NW-022145597.1:17377592-17397732,LOC591290,protein FORGETTER 1,45120,20140,44.63652482269504,NW_022145597.1:17356791-17401911, strawberry notch homolog 1-like |sno|Sp-Sbno1L|nephrocystin-3|Sp-Nphp3|SPU_013547|SPU_022587|SPU_008063|LOC110984403 Manually curated
NW-022145604.1:17811950-17832085,LOC105439323,protein cordon-bleu-like,57332,20135,35.12000279076258,NW_022145604.1:17807574-17864906, Sp-Cobll|SPU_007437|Cobl-like|Cobl-related Manually curated
NW-022145610.1:20776901-20797031,LOC115929323,neuronal acetylcholine receptor subunit alpha-9-like,14349,431,3.0036936371872605,NW_022145610.1:20762983-20777332," Sp-Chrna7_1| cholinergic receptor, nicotinic, alpha 7-1|SPU_007776 Manually curated"
NW-022145610.1:20776901-20797031,LOC105436784,microsomal glutathione S-transferase 1-like,4808,4808,100.0,NW_022145610.1:20788269-20793077, Manually curated
NW-022145610.1:20776901-20797031,LOC753029,parafibromin,16668,261,1.565874730021598,NW_022145610.1:20796770-20813438, Manually curated
NW-022145607.1:33988097-34008164,LOC579039,"protein Skeletor, isoforms B/C",21290,14927,70.11272898074213,NW_022145607.1:33981734-34003024, Manually curated
NW-022145606.1:3791754-3811814,LOC575618,dynamin-binding protein,55416,20060,36.198931716471776,NW_022145606.1:3771780-3827196, Sp-Dnmbp|SPU_025554|Dynamin binding protein|TUBA Manually curated
NW-022145604.1:29817299-29837305,LOC115925869,tripartite motif-containing protein 45-like,1827,662,36.234263820470716,NW_022145604.1:29816134-29817961, Manually curated
NW-022145604.1:29817299-29837305,LOC105438864,tripartite motif-containing protein 2-like,1827,1827,100.0,NW_022145604.1:29825604-29827431, Manually curated
NW-022145604.1:29817299-29837305,LOC105438865,tripartite motif-containing protein 2-like,25153,20006,79.53723213930743,NW_022145604.1:29813691-29838844, Sp-Hypp_1179|hypothetical protein-729|Sp-Hypp_729|hypothetical protein-2167|Sp-Hypp_2167|hypothetical protein-2665|Sp-Hypp_2665|hypothetical protein-2452|Sp-Hypp_2452|hypothetical protein-2639|Sp-Hypp_2639|hypothetical protein-1093|Sp-Hypp_1093|hypothetical protein-401|Sp-Hypp_401| thiosulfate sulfurtransferase (rhodanese)-like |Sp-TstL|tumor suppressor TSBF1-like|hypothetical protein-1681|Sp-Hypp_1681|hypothetical protein-384|Sp-Hypp_384|hypothetical protein-1040|Sp-Hypp_1040|hypothetical protein-1913|Sp-Hypp_1913|hypothetical protein-1487|Sp-Hypp_1487|hypothetical protein-730|Sp-Hypp_730|hypothetical protein-2976|Sp-Hypp_2976|hypothetical protein-761|Sp-Hypp_761|hypothetical protein-2427|Sp-Hypp_2427|hypothetical protein-1994|Sp-Hypp_1994|hypothetical protein-1383|Sp-Hypp_1383|hypothetical protein-2942|Sp-Hypp_2942|hypothetical protein-718|Sp-Hypp_718|hypothetical protein-971|Sp-Hypp_971|hypothetical protein-903|Sp-Hypp_903|hypothetical protein-330|Sp-Hypp_330|hypothetical protein-2725|Sp-Hypp_2725|transcription intermediary factor 1-gamma|Tripartite motif-containing protein 33|E3 ubiquitin-protein ligase TRIM33|Sp-Trim33l|hypothetical protein-331|Sp-Hypp_331|hypothetical protein-690|Sp-Hypp_690|hypothetical protein-867|Sp-Hypp_867|hypothetical protein-727|Sp-Hypp_727|hypothetical protein-865|Sp-Hypp_865|hypothetical protein-1830|Sp-Hypp_1830|hypothetical protein-932|Sp-Hypp_932|hypothetical protein-2501|Sp-Hypp_2501|tripartite motif-containing 33-like|SPU_010389|SPU_019244|SPU_009183|SPU_017192|SPU_013666|SPU_017223|SPU_012670|SPU_003422|SPU_001348|SPU_000104|SPU_024370|SPU_001347|SPU_020353|SPU_020328|SPU_013472|SPU_028243|SPU_002255|SPU_011630|SPU_019245|SPU_014681|SPU_028924|SPU_013827|SPU_003947|SPU_010388|SPU_022165|SPU_003452|SPU_006780|SPU_005126|SPU_027329|SPU_003946|SPU_023690|SPU_022937|SPU_019588|SPU_023292|SPU_014682|SPU_013826|SPU_026449|SPU_017970|hypothetical protein-1179 Manually curated
NW-022145604.1:17859509-17879494,LOC764134,nucleolar MIF4G domain-containing protein 1,13272,4954,37.32670283303195,NW_022145604.1:17874540-17887812, SPU_025785|nucleolar protein with MIF4G domain 1|Sp-Nom1 Manually curated
NW-022145604.1:17859509-17879494,LOC105439323,protein cordon-bleu-like,57332,5397,9.413591013744506,NW_022145604.1:17807574-17864906, Sp-Cobll|SPU_007437|Cobl-like|Cobl-related Manually curated
NW-022145611.1:10646196-10666150,LOC115929773,deubiquitinase DESI2-like,18873,18621,98.66475917978063,NW_022145611.1:10645944-10664817, SPU_012017|Sp-Desi2|desumoylating isopeptidase 2|Pppde1 Manually curated
NW-022145594.1:2945703-2965604,LOC115920937,protein NLRC5-like,5546,3823,68.93256401009737,NW_022145594.1:2961781-2967327, SPU_000580|Sp-Srcr3|SPU_000015|Sp-Nlr94|Sp-Nlr166|SPU_001630|NACHT and LRR containing protein Manually curated
NW-022145607.1:28027827-28047669,LOC115927934,beta-1 adrenergic receptor-like,1050,1050,100.0,NW_022145607.1:28041581-28042631, Manually curated
NW-022145605.1:35841508-35861329,LOC592143,copper-transporting ATPase 2,38436,2314,6.020397543969196,NW_022145605.1:35805386-35843822," Sp-Atp7a_2|Sp-Atp7a_1| ATPase, Cu++ transporting, alpha polypeptide | Menkes syndrome|SPU_028504|SPU_001064|LOC110986738 Manually curated"
NW-022145595.1:16735572-16755289,LOC105444727,NLR family CARD domain-containing protein 4-like,9592,3679,38.35487906588824,NW_022145595.1:16729659-16739251, SPU_015206|Sp-Nlr160|SPU_022441|Sp-Nlr163|Sp-Nlr171|SPU_020569|NACHT and LRR containing protein|Sp-Nlr170|SPU_027300|Sp-Hypp_1046|SPU_022442|hypothetical protein-1046 Manually curated
NW-022145594.1:1061433-1081134,LOC585712,hormone-sensitive lipase,63277,19701,31.134535455220696,NW_022145594.1:1041881-1105158, HSL|Sp-Lipe|Hormone-sensitive lipase|SPU_006603|SPU_023225 Manually curated
NW-022145602.1:14272190-14291835,LOC105446146,tripartite motif-containing protein 45-like,4046,2616,64.65645081562037,NW_022145602.1:14270760-14274806, Manually curated
NW-022145602.1:14272190-14291835,LOC100889366,E3 ubiquitin-protein ligase Midline-1,6849,6849,100.0,NW_022145602.1:14279138-14285987, SPU_009117 Manually curated
NW-022145602.1:14272190-14291835,LOC105446147,uncharacterized LOC105446147,3962,1575,39.75265017667844,NW_022145602.1:14290260-14294222, Sp-Hypp_1019|SPU_021247|hypothetical protein-1019 Manually curated
NW-022145604.1:30897714-30917342,LOC105443595,ATP-citrate synthase,55386,19628,35.438558480482435,NW_022145604.1:30865297-30920683, Sp-Acly_1|SPU_025934|ATP citrate lyase|SPU_011751|SPU_000946|SPU_000947 Manually curated
NW-022145607.1:32587818-32607338,LOC582336,peptidyl-prolyl cis-trans isomerase sig-7,33186,19074,57.47604411498825,NW_022145607.1:32573706-32606892, Sp-Ppil4_2|Sp-Ppil4_1| peptidylprolyl isomerase-like 4|SPU_025210|SPU_009661 Manually curated
NW-022145602.1:5610247-5629673,LOC763130,neurogenic locus notch homolog protein 1-like,58123,19426,33.422225280869874,NW_022145602.1:5572611-5630734," Sp-Unc44_262| ankyrin2,3/unc44-262|SPU_025853|SPU_027773 Manually curated"
NW-022145610.1:35680198-35699613,LOC100893677,uncharacterized LOC100893677,25507,13377,52.444427020033714,NW_022145610.1:35668068-35693575, hypothetical protein-1741; monocarboxylate transporter-like|Sp-Hypp_1741|SPU_007653|hypothetical protein-1741|monocarboxylate transporter-like|SPU_012332 Manually curated
NW-022145594.1:31959864-31979278,LOC581043,nphs1,25671,19414,75.6261929804059,NW_022145594.1:31958969-31984640,"['NPHS1 adhesion molecule, nephrin', ' Sp-Z313_2|nephrosis 1, congenital, Finnish type (nephrin)-like|hypothetical protein-941|Sp-Hypp_941|retropepsin-like|Sp-Z313|Sp-Z313_4|Sp-NephL|zinc finger protein 313|Sp-Z313_1|Sp-Z313_3|zinc finger protein 313-like|Sp-Z313L|LOC581043|SPU_017847|SPU_024019|SPU_017850|SPU_017849|SPU_019665|SPU_017848|SPU_017846 Manually curated']"
NW-022145600.1:2603063-2622470,LOC591027,huntingtin,61516,19407,31.54788997984264,NW_022145600.1:2580087-2641603, SPU_024789|SPU_027393 Manually curated
NW-022145598.1:5374312-5393717,LOC115922957,tudor domain-containing protein 15-like,14282,399,2.7937263688559026,NW_022145598.1:5393318-5407600, Manually curated
NW-022145598.1:5374312-5393717,LOC100888636,uncharacterized LOC100888636,37072,8024,21.64436771687527,NW_022145598.1:5345264-5382336, Sp-PolppL_75|SPU_008545|pol polyprotein-like-75|Sp-PppL_249|SPU_007383|pol polyprotein like-249|Sp-Hypp_1316|SPU_001224|hypothetical protein-1316 Manually curated
NW-022145606.1:2342682-2362073,LOC115917877,uncharacterized LOC115917877,73417,17798,24.242341691978698,NW_022145606.1:2287063-2360480, Sp-Cngb|SPU_020449|Cyclic nucleotide-gated cation channel|SPU_023735|Sp-Tetrakcng|tetrameric potassium-selective cyclic nucleotide gated channel|Sp-Tetrakcng_1 Manually curated
NW-022145613.1:36870701-36890010,LOC755437,serum paraoxonase/arylesterase 2,4570,1034,22.62582056892779,NW_022145613.1:36888976-36893546, Manually curated
NW-022145597.1:33310605-33329871,LOC100893182,galanin receptor type 1,7256,7256,100.0,NW_022145597.1:33313492-33320748, galanin receptor 2-like-3; G protein-coupled receptor 151-like|Sp-Galr2L_3|SPU_001675|galanin receptor 2-like-3|G protein-coupled receptor 151-like Manually curated
NW-022145597.1:33310605-33329871,LOC577816,beta-1 adrenergic receptor,8269,5414,65.47345507316483,NW_022145597.1:33324457-33332726, Sp-Galr2L_4|G protein-coupled receptor|SPU_001678|galanin receptor 2-like-4 Manually curated
